model,experiment,ensemble,variable,zstore,domain
BCC-CSM2-MR,abrupt-4xCO2,r1i1p1f1,rlds,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/abrupt-4xCO2/r1i1p1f1/Amon/rlds/gn/v20181016/,Amon
BCC-CSM2-MR,abrupt-4xCO2,r1i1p1f1,rlus,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/abrupt-4xCO2/r1i1p1f1/Amon/rlus/gn/v20181016/,Amon
BCC-CSM2-MR,abrupt-4xCO2,r1i1p1f1,ps,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/abrupt-4xCO2/r1i1p1f1/Amon/ps/gn/v20181016/,Amon
BCC-CSM2-MR,abrupt-4xCO2,r1i1p1f1,hfss,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/abrupt-4xCO2/r1i1p1f1/Amon/hfss/gn/v20181016/,Amon
BCC-CSM2-MR,abrupt-4xCO2,r1i1p1f1,clw,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/abrupt-4xCO2/r1i1p1f1/Amon/clw/gn/v20181016/,Amon
BCC-CSM2-MR,abrupt-4xCO2,r1i1p1f1,sfcWind,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/abrupt-4xCO2/r1i1p1f1/Amon/sfcWind/gn/v20181016/,Amon
BCC-CSM2-MR,abrupt-4xCO2,r1i1p1f1,ta,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/abrupt-4xCO2/r1i1p1f1/Amon/ta/gn/v20181016/,Amon
BCC-CSM2-MR,abrupt-4xCO2,r1i1p1f1,tas,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/abrupt-4xCO2/r1i1p1f1/Amon/tas/gn/v20181016/,Amon
BCC-CSM2-MR,abrupt-4xCO2,r1i1p1f1,tasmax,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/abrupt-4xCO2/r1i1p1f1/Amon/tasmax/gn/v20181016/,Amon
BCC-CSM2-MR,abrupt-4xCO2,r1i1p1f1,ts,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/abrupt-4xCO2/r1i1p1f1/Amon/ts/gn/v20181016/,Amon
BCC-CSM2-MR,abrupt-4xCO2,r1i1p1f1,ua,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/abrupt-4xCO2/r1i1p1f1/Amon/ua/gn/v20181016/,Amon
BCC-CSM2-MR,abrupt-4xCO2,r1i1p1f1,uas,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/abrupt-4xCO2/r1i1p1f1/Amon/uas/gn/v20181016/,Amon
BCC-CSM2-MR,abrupt-4xCO2,r1i1p1f1,clt,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/abrupt-4xCO2/r1i1p1f1/Amon/clt/gn/v20181016/,Amon
BCC-CSM2-MR,abrupt-4xCO2,r1i1p1f1,va,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/abrupt-4xCO2/r1i1p1f1/Amon/va/gn/v20181016/,Amon
BCC-CSM2-MR,abrupt-4xCO2,r1i1p1f1,vas,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/abrupt-4xCO2/r1i1p1f1/Amon/vas/gn/v20181016/,Amon
BCC-CSM2-MR,abrupt-4xCO2,r1i1p1f1,wap,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/abrupt-4xCO2/r1i1p1f1/Amon/wap/gn/v20181016/,Amon
BCC-CSM2-MR,abrupt-4xCO2,r1i1p1f1,zg,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/abrupt-4xCO2/r1i1p1f1/Amon/zg/gn/v20181016/,Amon
BCC-CSM2-MR,abrupt-4xCO2,r1i1p1f1,rsdt,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/abrupt-4xCO2/r1i1p1f1/Amon/rsdt/gn/v20181016/,Amon
BCC-CSM2-MR,abrupt-4xCO2,r1i1p1f1,rsds,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/abrupt-4xCO2/r1i1p1f1/Amon/rsds/gn/v20181016/,Amon
BCC-CSM2-MR,abrupt-4xCO2,r1i1p1f1,rlutcs,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/abrupt-4xCO2/r1i1p1f1/Amon/rlutcs/gn/v20181016/,Amon
BCC-CSM2-MR,abrupt-4xCO2,r1i1p1f1,rlut,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/abrupt-4xCO2/r1i1p1f1/Amon/rlut/gn/v20181016/,Amon
BCC-CSM2-MR,abrupt-4xCO2,r1i1p1f1,o3,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/abrupt-4xCO2/r1i1p1f1/Amon/o3/gn/v20181122/,Amon
BCC-CSM2-MR,abrupt-4xCO2,r1i1p1f1,co2,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/abrupt-4xCO2/r1i1p1f1/Amon/co2/gn/v20181122/,Amon
BCC-CSM2-MR,abrupt-4xCO2,r1i1p1f1,clwvi,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/abrupt-4xCO2/r1i1p1f1/Amon/clwvi/gn/v20190311/,Amon
BCC-CSM2-MR,abrupt-4xCO2,r1i1p1f1,clivi,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/abrupt-4xCO2/r1i1p1f1/Amon/clivi/gn/v20190311/,Amon
BCC-CSM2-MR,abrupt-4xCO2,r1i1p1f1,tauv,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/abrupt-4xCO2/r1i1p1f1/Amon/tauv/gn/v20190403/,Amon
BCC-CSM2-MR,abrupt-4xCO2,r1i1p1f1,tauu,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/abrupt-4xCO2/r1i1p1f1/Amon/tauu/gn/v20190403/,Amon
BCC-CSM2-MR,historical,r1i1p1f1,mrsos,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/Lmon/mrsos/gn/v20181114/,Lmon
BCC-CSM2-MR,historical,r1i1p1f1,mrso,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/Lmon/mrso/gn/v20181114/,Lmon
BCC-CSM2-MR,historical,r1i1p1f1,mrros,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/Lmon/mrros/gn/v20181114/,Lmon
BCC-CSM2-MR,historical,r1i1p1f1,evspsblveg,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/Lmon/evspsblveg/gn/v20181114/,Lmon
BCC-CSM2-MR,historical,r1i1p1f1,ra,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/Lmon/ra/gn/v20181114/,Lmon
BCC-CSM2-MR,historical,r1i1p1f1,mrro,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/Lmon/mrro/gn/v20181114/,Lmon
BCC-CSM2-MR,historical,r1i1p1f1,lai,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/Lmon/lai/gn/v20181114/,Lmon
BCC-CSM2-MR,historical,r1i1p1f1,gpp,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/Lmon/gpp/gn/v20181114/,Lmon
BCC-CSM2-MR,historical,r1i1p1f1,cRoot,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/Lmon/cRoot/gn/v20181114/,Lmon
BCC-CSM2-MR,historical,r1i1p1f1,cSoilFast,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/Lmon/cSoilFast/gn/v20181114/,Lmon
BCC-CSM2-MR,historical,r1i1p1f1,cSoilSlow,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/Lmon/cSoilSlow/gn/v20181114/,Lmon
BCC-CSM2-MR,historical,r1i1p1f1,cSoilMedium,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/Lmon/cSoilMedium/gn/v20181114/,Lmon
BCC-CSM2-MR,historical,r1i1p1f1,snw,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/LImon/snw/gn/v20181114/,LImon
BCC-CSM2-MR,historical,r1i1p1f1,snc,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/LImon/snc/gn/v20181114/,LImon
BCC-CSM2-MR,historical,r1i1p1f1,snw,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/day/snw/gn/v20181114/,day
BCC-CSM2-MR,historical,r1i1p1f1,tsl,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/Lmon/tsl/gn/v20181114/,Lmon
BCC-CSM2-MR,historical,r1i1p1f1,rh,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/Lmon/rh/gn/v20181114/,Lmon
BCC-CSM2-MR,historical,r1i1p1f1,prveg,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/Lmon/prveg/gn/v20181114/,Lmon
BCC-CSM2-MR,historical,r1i1p1f1,cVeg,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/Lmon/cVeg/gn/v20181114/,Lmon
BCC-CSM2-MR,historical,r1i1p1f1,cLitterBelow,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/Lmon/cLitterBelow/gn/v20181114/,Lmon
BCC-CSM2-MR,historical,r1i1p1f1,cLeaf,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/Lmon/cLeaf/gn/v20181114/,Lmon
BCC-CSM2-MR,historical,r1i1p1f1,cLitterAbove,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/Lmon/cLitterAbove/gn/v20181114/,Lmon
BCC-CSM2-MR,historical,r1i1p1f1,npp,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/Lmon/npp/gn/v20181114/,Lmon
BCC-CSM2-MR,historical,r1i1p1f1,rsds,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/Amon/rsds/gn/v20181126/,Amon
BCC-CSM2-MR,historical,r1i1p1f1,prw,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/Amon/prw/gn/v20181126/,Amon
BCC-CSM2-MR,historical,r1i1p1f1,ps,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/Amon/ps/gn/v20181126/,Amon
BCC-CSM2-MR,historical,r1i1p1f1,psl,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/Amon/psl/gn/v20181126/,Amon
BCC-CSM2-MR,historical,r1i1p1f1,rlds,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/Amon/rlds/gn/v20181126/,Amon
BCC-CSM2-MR,historical,r1i1p1f1,rlus,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/Amon/rlus/gn/v20181126/,Amon
BCC-CSM2-MR,historical,r1i1p1f1,tasmin,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/Amon/tasmin/gn/v20181126/,Amon
BCC-CSM2-MR,historical,r1i1p1f1,rlut,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/Amon/rlut/gn/v20181126/,Amon
BCC-CSM2-MR,historical,r1i1p1f1,rsdt,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/Amon/rsdt/gn/v20181126/,Amon
BCC-CSM2-MR,historical,r1i1p1f1,tasmax,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/Amon/tasmax/gn/v20181126/,Amon
BCC-CSM2-MR,historical,r1i1p1f1,rsus,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/Amon/rsus/gn/v20181126/,Amon
BCC-CSM2-MR,historical,r1i1p1f1,rsut,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/Amon/rsut/gn/v20181126/,Amon
BCC-CSM2-MR,historical,r1i1p1f1,rsutcs,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/Amon/rsutcs/gn/v20181126/,Amon
BCC-CSM2-MR,historical,r1i1p1f1,rtmt,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/Amon/rtmt/gn/v20181126/,Amon
BCC-CSM2-MR,historical,r1i1p1f1,rlutcs,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/Amon/rlutcs/gn/v20181126/,Amon
BCC-CSM2-MR,historical,r1i1p1f1,sfcWind,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/Amon/sfcWind/gn/v20181126/,Amon
BCC-CSM2-MR,historical,r1i1p1f1,ts,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/Amon/ts/gn/v20181126/,Amon
BCC-CSM2-MR,historical,r1i1p1f1,thkcello,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/Omon/thkcello/gn/v20181126/,Omon
BCC-CSM2-MR,historical,r1i1p1f1,va,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/Amon/va/gn/v20181126/,Amon
BCC-CSM2-MR,historical,r1i1p1f1,vas,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/Amon/vas/gn/v20181126/,Amon
BCC-CSM2-MR,historical,r1i1p1f1,wap,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/Amon/wap/gn/v20181126/,Amon
BCC-CSM2-MR,historical,r1i1p1f1,zg,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/Amon/zg/gn/v20181126/,Amon
BCC-CSM2-MR,historical,r1i1p1f1,tos,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/Oday/tos/gn/v20181126/,Oday
BCC-CSM2-MR,historical,r1i1p1f1,fgco2,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/Omon/fgco2/gn/v20181126/,Omon
BCC-CSM2-MR,historical,r1i1p1f1,ua,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/Amon/ua/gn/v20181126/,Amon
BCC-CSM2-MR,historical,r1i1p1f1,masscello,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/Omon/masscello/gn/v20181126/,Omon
BCC-CSM2-MR,historical,r1i1p1f1,msftbarot,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/Omon/msftbarot/gn/v20181126/,Omon
BCC-CSM2-MR,historical,r1i1p1f1,so,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/Omon/so/gn/v20181126/,Omon
BCC-CSM2-MR,historical,r1i1p1f1,soga,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/Omon/soga/gn/v20181126/,Omon
BCC-CSM2-MR,historical,r1i1p1f1,sos,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/Omon/sos/gn/v20181126/,Omon
BCC-CSM2-MR,historical,r1i1p1f1,thetao,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/Omon/thetao/gn/v20181126/,Omon
BCC-CSM2-MR,historical,r1i1p1f1,thetaoga,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/Omon/thetaoga/gn/v20181126/,Omon
BCC-CSM2-MR,historical,r1i1p1f1,mlotst,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/Omon/mlotst/gn/v20181126/,Omon
BCC-CSM2-MR,historical,r1i1p1f1,uas,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/Amon/uas/gn/v20181126/,Amon
BCC-CSM2-MR,historical,r1i1p1f1,ta,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/Amon/ta/gn/v20181126/,Amon
BCC-CSM2-MR,historical,r1i1p1f1,tos,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/Omon/tos/gn/v20181126/,Omon
BCC-CSM2-MR,historical,r1i1p1f1,vmo,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/Omon/vmo/gn/v20181126/,Omon
BCC-CSM2-MR,historical,r1i1p1f1,vo,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/Omon/vo/gn/v20181126/,Omon
BCC-CSM2-MR,historical,r1i1p1f1,volo,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/Omon/volo/gn/v20181126/,Omon
BCC-CSM2-MR,historical,r1i1p1f1,wmo,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/Omon/wmo/gn/v20181126/,Omon
BCC-CSM2-MR,historical,r1i1p1f1,pr,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/Amon/pr/gn/v20181126/,Amon
BCC-CSM2-MR,historical,r1i1p1f1,hurs,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/day/hurs/gn/v20181126/,day
BCC-CSM2-MR,historical,r1i1p1f1,huss,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/day/huss/gn/v20181126/,day
BCC-CSM2-MR,historical,r1i1p1f1,zostoga,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/Omon/zostoga/gn/v20181126/,Omon
BCC-CSM2-MR,historical,r1i1p1f1,psl,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/day/psl/gn/v20181126/,day
BCC-CSM2-MR,historical,r1i1p1f1,sfcWind,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/day/sfcWind/gn/v20181126/,day
BCC-CSM2-MR,historical,r1i1p1f1,tas,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/day/tas/gn/v20181126/,day
BCC-CSM2-MR,historical,r1i1p1f1,tasmax,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/day/tasmax/gn/v20181126/,day
BCC-CSM2-MR,historical,r1i1p1f1,tasmin,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/day/tasmin/gn/v20181126/,day
BCC-CSM2-MR,historical,r1i1p1f1,pr,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/day/pr/gn/v20181126/,day
BCC-CSM2-MR,historical,r1i1p1f1,tas,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/Amon/tas/gn/v20181126/,Amon
BCC-CSM2-MR,historical,r1i1p1f1,o3,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/Amon/o3/gn/v20181126/,Amon
BCC-CSM2-MR,historical,r1i1p1f1,hus,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/Amon/hus/gn/v20181126/,Amon
BCC-CSM2-MR,historical,r1i1p1f1,prsn,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/Amon/prsn/gn/v20181126/,Amon
BCC-CSM2-MR,historical,r1i1p1f1,umo,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/Omon/umo/gn/v20181126/,Omon
BCC-CSM2-MR,historical,r1i1p1f1,uo,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/Omon/uo/gn/v20181126/,Omon
BCC-CSM2-MR,historical,r1i1p1f1,hur,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/Amon/hur/gn/v20181126/,Amon
BCC-CSM2-MR,historical,r1i1p1f1,hfss,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/Amon/hfss/gn/v20181126/,Amon
BCC-CSM2-MR,historical,r1i1p1f1,hfls,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/Amon/hfls/gn/v20181126/,Amon
BCC-CSM2-MR,historical,r1i1p1f1,hurs,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/Amon/hurs/gn/v20181126/,Amon
BCC-CSM2-MR,historical,r1i1p1f1,evspsbl,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/Amon/evspsbl/gn/v20181126/,Amon
BCC-CSM2-MR,historical,r1i1p1f1,clw,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/Amon/clw/gn/v20181126/,Amon
BCC-CSM2-MR,historical,r1i1p1f1,huss,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/Amon/huss/gn/v20181126/,Amon
BCC-CSM2-MR,historical,r1i1p1f1,clt,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/Amon/clt/gn/v20181126/,Amon
BCC-CSM2-MR,historical,r1i1p1f1,cli,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/Amon/cli/gn/v20181126/,Amon
BCC-CSM2-MR,historical,r1i1p1f1,cl,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/Amon/cl/gn/v20181126/,Amon
BCC-CSM2-MR,historical,r1i1p1f1,co2,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/Amon/co2/gn/v20181126/,Amon
BCC-CSM2-MR,historical,r1i1p1f1,prc,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/Amon/prc/gn/v20181126/,Amon
BCC-CSM2-MR,historical,r1i1p1f1,masso,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/Omon/masso/gn/v20181126/,Omon
BCC-CSM2-MR,historical,r1i1p1f1,tosga,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/Omon/tosga/gn/v20181126/,Omon
BCC-CSM2-MR,historical,r1i1p1f1,ch4,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/Amon/ch4/gn/v20181126/,Amon
BCC-CSM2-MR,historical,r1i1p1f1,clt,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/day/clt/gn/v20181127/,day
BCC-CSM2-MR,historical,r1i1p1f1,hus,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/day/hus/gn/v20181127/,day
BCC-CSM2-MR,historical,r1i1p1f1,hfls,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/day/hfls/gn/v20181127/,day
BCC-CSM2-MR,historical,r1i1p1f1,hfss,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/day/hfss/gn/v20181127/,day
BCC-CSM2-MR,historical,r1i1p1f1,vas,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/3hr/vas/gn/v20181127/,3hr
BCC-CSM2-MR,historical,r1i1p1f1,hur,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/day/hur/gn/v20181127/,day
BCC-CSM2-MR,historical,r1i1p1f1,uas,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/3hr/uas/gn/v20181127/,3hr
BCC-CSM2-MR,historical,r1i1p1f1,sitemptop,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/SImon/sitemptop/gn/v20181127/,SImon
BCC-CSM2-MR,historical,r1i1p1f1,huss,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/3hr/huss/gn/v20181127/,3hr
BCC-CSM2-MR,historical,r1i1p1f1,sfcWindmax,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/day/sfcWindmax/gn/v20181127/,day
BCC-CSM2-MR,historical,r1i1p1f1,prc,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/day/prc/gn/v20181127/,day
BCC-CSM2-MR,historical,r1i1p1f1,prsn,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/day/prsn/gn/v20181127/,day
BCC-CSM2-MR,historical,r1i1p1f1,rlds,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/day/rlds/gn/v20181127/,day
BCC-CSM2-MR,historical,r1i1p1f1,rlus,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/day/rlus/gn/v20181127/,day
BCC-CSM2-MR,historical,r1i1p1f1,rsus,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/day/rsus/gn/v20181127/,day
BCC-CSM2-MR,historical,r1i1p1f1,tas,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/3hr/tas/gn/v20181127/,3hr
BCC-CSM2-MR,historical,r1i1p1f1,sisnthick,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/SImon/sisnthick/gn/v20181127/,SImon
BCC-CSM2-MR,historical,r1i1p1f1,sndmasssnf,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/SImon/sndmasssnf/gn/v20181127/,SImon
BCC-CSM2-MR,historical,r1i1p1f1,ps,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/6hrLev/ps/gn/v20181127/,6hrLev
BCC-CSM2-MR,historical,r1i1p1f1,sivol,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/SImon/sivol/gn/v20181127/,SImon
