model,experiment,ensemble,variable,zstore,domain
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,frn,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Omon/frn/gn/v20190710/,Omon
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,fric,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Omon/fric/gn/v20190710/,Omon
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,frfe,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Omon/frfe/gn/v20190710/,Omon
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,fgo2,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Omon/fgo2/gn/v20190710/,Omon
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,fgco2,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Omon/fgco2/gn/v20190710/,Omon
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,fddtdisi,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Omon/fddtdisi/gn/v20190710/,Omon
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,fddtdip,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Omon/fddtdip/gn/v20190710/,Omon
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,fddtdin,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Omon/fddtdin/gn/v20190710/,Omon
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,fddtdife,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Omon/fddtdife/gn/v20190710/,Omon
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,fddtdic,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Omon/fddtdic/gn/v20190710/,Omon
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,fddtalk,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Omon/fddtalk/gn/v20190710/,Omon
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,fbddtdisi,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Omon/fbddtdisi/gn/v20190710/,Omon
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,fbddtdip,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Omon/fbddtdip/gn/v20190710/,Omon
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,fbddtdin,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Omon/fbddtdin/gn/v20190710/,Omon
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,fbddtdife,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Omon/fbddtdife/gn/v20190710/,Omon
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,fbddtdic,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Omon/fbddtdic/gn/v20190710/,Omon
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,fbddtalk,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Omon/fbddtalk/gn/v20190710/,Omon
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,basin,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Ofx/basin/gn/v20190710/,Ofx
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,difvso,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Oclim/difvso/gn/v20190710/,Oclim
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,difvho,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Oclim/difvho/gn/v20190710/,Oclim
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,co3satcalc,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Omon/co3satcalc/gn/v20190710/,Omon
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,chlos,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Omon/chlos/gn/v20190710/,Omon
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,chldiazos,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Omon/chldiazos/gn/v20190710/,Omon
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,chldiaz,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Omon/chldiaz/gn/v20190710/,Omon
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,chl,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Omon/chl/gn/v20190710/,Omon
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,bfe,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Omon/bfe/gn/v20190710/,Omon
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,volcello,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Ofx/volcello/gn/v20190710/,Ofx
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,thkcello,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Ofx/thkcello/gn/v20190710/,Ofx
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,sftof,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Ofx/sftof/gn/v20190710/,Ofx
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,detoc,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Omon/detoc/gn/v20190710/,Omon
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,phyn,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Omon/phyn/gn/v20190710/,Omon
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,siconca,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/SImon/siconca/gn/v20190710/,SImon
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,osalttend,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Oyr/osalttend/gn/v20190710/,Oyr
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,osaltpmdiff,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Oyr/osaltpmdiff/gn/v20190710/,Oyr
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,osaltpadvect,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Oyr/osaltpadvect/gn/v20190710/,Oyr
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,osaltdiff,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Oyr/osaltdiff/gn/v20190710/,Oyr
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,opottemptend,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Oyr/opottemptend/gn/v20190710/,Oyr
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,opottemprmadvect,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Oyr/opottemprmadvect/gn/v20190710/,Oyr
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,opottemppmdiff,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Oyr/opottemppmdiff/gn/v20190710/,Oyr
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,opottemppadvect,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Oyr/opottemppadvect/gn/v20190710/,Oyr
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,po4,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Omon/po4/gn/v20190710/,Omon
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,dfe,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Omon/dfe/gn/v20190710/,Omon
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,dissic,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Omon/dissic/gn/v20190710/,Omon
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,dissoc,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Omon/dissoc/gn/v20190710/,Omon
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,mrsos,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Lmon/mrsos/gn/v20190710/,Lmon
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,mrso,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Lmon/mrso/gn/v20190710/,Lmon
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,mrros,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Lmon/mrros/gn/v20190710/,Lmon
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,mrro,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Lmon/mrro/gn/v20190710/,Lmon
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,lai,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Lmon/lai/gn/v20190710/,Lmon
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,gpp,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Lmon/gpp/gn/v20190710/,Lmon
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,vegFrac,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Eyr/vegFrac/gn/v20190710/,Eyr
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,treeFrac,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Eyr/treeFrac/gn/v20190710/,Eyr
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,shrubFrac,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Eyr/shrubFrac/gn/v20190710/,Eyr
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,residualFrac,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Eyr/residualFrac/gn/v20190710/,Eyr
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,grassFrac,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Eyr/grassFrac/gn/v20190710/,Eyr
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,cropFrac,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Eyr/cropFrac/gn/v20190710/,Eyr
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,baresoilFrac,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Eyr/baresoilFrac/gn/v20190710/,Eyr
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,mrsol,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Emon/mrsol/gn/v20190710/,Emon
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,areacello,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Ofx/areacello/gn/v20190710/,Ofx
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,deptho,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Ofx/deptho/gn/v20190710/,Ofx
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,epc100,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Omon/epc100/gn/v20190710/,Omon
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,masscello,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Ofx/masscello/gn/v20190710/,Ofx
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,dpo2,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Omon/dpo2/gn/v20190710/,Omon
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,dpco2,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Omon/dpco2/gn/v20190710/,Omon
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,dissocos,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Omon/dissocos/gn/v20190710/,Omon
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,difvmo,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Oclim/difvmo/gn/v20190710/,Oclim
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,rootd,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/fx/rootd/gn/v20190710/,fx
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,orog,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/fx/orog/gn/v20190710/,fx
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,areacella,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/fx/areacella/gn/v20190710/,fx
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,vas,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/day/vas/gn/v20190710/,day
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,uas,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/day/uas/gn/v20190710/,day
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,tasmin,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/day/tasmin/gn/v20190710/,day
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,tasmax,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/day/tasmax/gn/v20190710/,day
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,tas,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/day/tas/gn/v20190710/,day
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,snw,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/day/snw/gn/v20190710/,day
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,sfcWindmax,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/day/sfcWindmax/gn/v20190710/,day
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,sfcWind,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/day/sfcWind/gn/v20190710/,day
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,rsus,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/day/rsus/gn/v20190710/,day
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,rlut,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/day/rlut/gn/v20190710/,day
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,rlus,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/day/rlus/gn/v20190710/,day
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,psl,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/day/psl/gn/v20190710/,day
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,prsn,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/day/prsn/gn/v20190710/,day
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,prc,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/day/prc/gn/v20190710/,day
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,hus,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Amon/hus/gn/v20190710/,Amon
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,hur,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Amon/hur/gn/v20190710/,Amon
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,hfss,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Amon/hfss/gn/v20190710/,Amon
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,hfls,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Amon/hfls/gn/v20190710/,Amon
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,evspsbl,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Amon/evspsbl/gn/v20190710/,Amon
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,co2mass,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Amon/co2mass/gn/v20190710/,Amon
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,clwvi,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Amon/clwvi/gn/v20190710/,Amon
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,clt,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Amon/clt/gn/v20190710/,Amon
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,clivi,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Amon/clivi/gn/v20190710/,Amon
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,huss,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Amon/huss/gn/v20190710/,Amon
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,rlus,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Amon/rlus/gn/v20190710/,Amon
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,rsds,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Amon/rsds/gn/v20190710/,Amon
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,wap,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Amon/wap/gn/v20190710/,Amon
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,vas,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Amon/vas/gn/v20190710/,Amon
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,va,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Amon/va/gn/v20190710/,Amon
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,uas,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Amon/uas/gn/v20190710/,Amon
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,ua,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Amon/ua/gn/v20190710/,Amon
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,ts,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Amon/ts/gn/v20190710/,Amon
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,tauv,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Amon/tauv/gn/v20190710/,Amon
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,rlutcs,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Amon/rlutcs/gn/v20190710/,Amon
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,pr,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Amon/pr/gn/v20190710/,Amon
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,prc,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Amon/prc/gn/v20190710/,Amon
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,prsn,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Amon/prsn/gn/v20190710/,Amon
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,rlut,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Amon/rlut/gn/v20190710/,Amon
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,rlds,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Amon/rlds/gn/v20190710/,Amon
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,psl,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Amon/psl/gn/v20190710/,Amon
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,ps,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Amon/ps/gn/v20190710/,Amon
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,prw,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Amon/prw/gn/v20190710/,Amon
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,tauu,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Amon/tauu/gn/v20190710/,Amon
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,tasmin,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Amon/tasmin/gn/v20190710/,Amon
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,tas,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190710/,Amon
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,ta,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Amon/ta/gn/v20190710/,Amon
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,sfcWind,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Amon/sfcWind/gn/v20190710/,Amon
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,rsutcs,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Amon/rsutcs/gn/v20190710/,Amon
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,rsut,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Amon/rsut/gn/v20190710/,Amon
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,rsus,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Amon/rsus/gn/v20190710/,Amon
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,rsdt,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Amon/rsdt/gn/v20190710/,Amon
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,tasmax,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Amon/tasmax/gn/v20190710/,Amon
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,zg,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/Amon/zg/gn/v20190710/,Amon
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,hur,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/CFmon/hur/gn/v20190710/,CFmon
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,ta,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/EdayZ/ta/gn/v20190710/,EdayZ
MPI-ESM1-2-HR,1pctCO2,r1i1p1f1,mrsofc,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/1pctCO2/r1i1p1f1/fx/mrsofc/gn/v20190815/,fx
